2016-07-08 08:49:26, IIS重启
2016-07-08 09:35:10, 运行时间【2016/7/8 9:35:10】,耗时【2ms】,job名称【fistJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:35:15, 运行时间【2016/7/8 9:35:15】,耗时【2ms】,job名称【fistJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:35:20, 运行时间【2016/7/8 9:35:20】,耗时【2ms】,job名称【fistJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:35:21, ShopQuartz job【firstJob】移除
2016-07-08 09:35:25, 运行时间【2016/7/8 9:35:25】,耗时【4ms】,job名称【fistJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:35:30, 运行时间【2016/7/8 9:35:30】,耗时【1ms】,job名称【fistJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:35:57, IIS重启
2016-07-08 09:35:57, ShopQuartz job【firstJob】重启
2016-07-08 09:35:59, 运行时间【2016/7/8 9:35:59】,耗时【1680ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:00, 运行时间【2016/7/8 9:36:00】,耗时【7ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:03, 运行时间【2016/7/8 9:36:03】,耗时【4ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:06, 运行时间【2016/7/8 9:36:06】,耗时【4ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:09, 运行时间【2016/7/8 9:36:09】,耗时【1ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:12, 运行时间【2016/7/8 9:36:12】,耗时【4ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:15, 运行时间【2016/7/8 9:36:15】,耗时【1ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:18, 运行时间【2016/7/8 9:36:18】,耗时【1ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:21, 运行时间【2016/7/8 9:36:21】,耗时【39ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:24, 运行时间【2016/7/8 9:36:24】,耗时【5ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:27, 运行时间【2016/7/8 9:36:27】,耗时【2ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:30, 运行时间【2016/7/8 9:36:30】,耗时【5ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:34, 运行时间【2016/7/8 9:36:34】,耗时【1198ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:36, 运行时间【2016/7/8 9:36:36】,耗时【10ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:42, 运行时间【2016/7/8 9:36:42】,耗时【2401ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:42, 运行时间【2016/7/8 9:36:42】,耗时【430ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:36:42, ShopQuartz job【firstJob】移除
2016-07-08 09:41:56, IIS重启
2016-07-08 09:41:56, ShopQuartz job【firstJob】重启
2016-07-08 09:41:58, 运行时间【2016/7/8 9:41:58】,耗时【1527ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:42:00, 运行时间【2016/7/8 9:42:00】,耗时【10ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:42:03, 运行时间【2016/7/8 9:42:03】,耗时【4ms】,job名称【firstJob】jobURL【http://10.10.10.153:8005/Default.aspx】正常运行;
2016-07-08 09:42:03, ShopQuartz job【firstJob】移除
